investor_id,sip_transaction_count,avg_gap_days,max_gap_days,first_sip_date,last_sip_date,total_sip_amount,status
INV002688,9,37.0,122.0,2024-06-25,2025-04-17,127567,at-risk
INV002689,8,50.0,115.0,2024-03-10,2025-02-23,78790,at-risk
INV002693,7,45.833333333333336,72.0,2024-06-06,2025-03-08,166843,at-risk
INV002697,7,55.333333333333336,199.0,2024-01-20,2024-12-17,61207,at-risk
INV002700,7,79.83333333333333,140.0,2024-01-10,2025-05-03,40488,at-risk
INV002704,8,59.142857142857146,139.0,2024-03-19,2025-05-07,75458,at-risk
INV002705,8,22.571428571428573,70.0,2024-04-11,2024-09-16,53493,regular
INV002706,6,73.6,133.0,2024-03-26,2025-03-29,69684,at-risk
INV002711,8,65.57142857142857,230.0,2024-01-26,2025-04-29,73628,at-risk
INV002712,11,46.8,174.0,2024-02-06,2025-05-19,102129,at-risk
INV002722,6,61.4,178.0,2024-06-08,2025-04-11,36876,at-risk
INV002723,9,37.75,102.0,2024-07-31,2025-05-29,44585,at-risk
INV002724,6,76.6,187.0,2024-02-15,2025-03-04,94701,at-risk
INV002726,8,45.57142857142857,84.0,2024-06-18,2025-05-03,41222,at-risk
INV002732,8,70.71428571428571,151.0,2024-01-07,2025-05-16,96854,at-risk
INV002733,8,51.57142857142857,150.0,2024-05-25,2025-05-21,56424,at-risk
INV002735,7,68.16666666666667,136.0,2024-03-23,2025-05-06,88635,at-risk
INV002736,6,70.6,323.0,2024-01-17,2025-01-04,64757,at-risk
INV002737,8,58.42857142857143,104.0,2024-03-30,2025-05-13,102279,at-risk
INV002743,6,88.2,190.0,2024-03-14,2025-05-29,40865,at-risk
INV002744,10,52.888888888888886,139.0,2024-01-31,2025-05-21,64967,at-risk
INV002746,8,68.0,206.0,2024-01-14,2025-05-04,48769,at-risk
INV002750,6,72.4,254.0,2024-03-17,2025-03-14,54778,at-risk
INV002751,7,41.5,102.0,2024-05-15,2025-01-19,95314,at-risk
INV002758,6,81.0,263.0,2024-03-17,2025-04-26,100322,at-risk
INV002761,6,80.6,312.0,2024-03-01,2025-04-08,61101,at-risk
INV002766,6,70.6,151.0,2024-05-21,2025-05-09,73612,at-risk
INV002767,7,55.333333333333336,145.0,2024-06-14,2025-05-12,54936,at-risk
INV002769,7,82.0,141.0,2024-01-23,2025-05-29,149870,at-risk
INV002772,7,74.5,168.0,2024-01-09,2025-03-31,59984,at-risk
INV002779,6,64.2,151.0,2024-06-24,2025-05-11,120653,at-risk
INV002783,7,64.0,126.0,2024-05-05,2025-05-24,63570,at-risk
INV002786,7,76.33333333333333,124.0,2024-01-12,2025-04-14,94391,at-risk
INV002793,7,59.333333333333336,125.0,2024-05-30,2025-05-21,73091,at-risk
INV002794,7,56.166666666666664,111.0,2024-02-12,2025-01-14,62084,at-risk
INV002799,6,70.8,129.0,2024-01-27,2025-01-15,77732,at-risk
INV002800,7,63.5,108.0,2024-03-12,2025-03-28,92767,at-risk
INV002803,7,64.83333333333333,176.0,2024-02-16,2025-03-11,32936,at-risk
INV002804,8,59.857142857142854,209.0,2024-03-27,2025-05-20,50641,at-risk
INV002808,7,59.666666666666664,120.0,2024-05-04,2025-04-27,114782,at-risk
INV002809,6,81.4,276.0,2024-03-23,2025-05-04,27992,at-risk
INV002810,8,32.285714285714285,139.0,2024-06-26,2025-02-07,198382,regular
INV002813,7,49.0,149.0,2024-04-30,2025-02-18,58938,at-risk
INV002822,7,53.0,108.0,2024-07-02,2025-05-16,79723,at-risk
INV002824,7,71.83333333333333,223.0,2024-02-25,2025-05-01,129424,at-risk
INV002826,6,61.6,91.0,2024-01-20,2024-11-23,16841,at-risk
INV002827,6,73.6,200.0,2024-02-15,2025-02-17,31630,at-risk
INV002828,6,80.0,211.0,2024-02-22,2025-03-28,24496,at-risk
INV002831,6,40.2,72.0,2024-05-28,2024-12-15,41114,at-risk
INV002835,7,82.33333333333333,233.0,2024-01-06,2025-05-14,66597,at-risk
INV002838,8,56.714285714285715,116.0,2024-03-28,2025-04-29,85390,at-risk
INV002841,6,43.4,102.0,2024-09-09,2025-04-14,66169,at-risk
INV002843,8,43.142857142857146,128.0,2024-07-18,2025-05-16,39772,at-risk
INV002847,10,52.666666666666664,129.0,2024-01-03,2025-04-21,54971,at-risk
INV002850,7,53.166666666666664,166.0,2024-04-13,2025-02-26,60216,at-risk
INV002852,6,75.8,207.0,2024-03-09,2025-03-23,72731,at-risk
INV002859,7,76.5,198.0,2024-02-15,2025-05-19,102010,at-risk
INV002863,6,74.4,199.0,2024-01-15,2025-01-21,64141,at-risk
INV002865,6,37.2,50.0,2024-04-21,2024-10-24,101007,at-risk
INV002870,6,48.2,109.0,2024-01-18,2024-09-15,46965,at-risk
INV002872,6,85.6,199.0,2024-03-19,2025-05-21,46749,at-risk
INV002873,6,98.2,235.0,2024-01-18,2025-05-23,103488,at-risk
INV002879,7,72.16666666666667,125.0,2024-03-20,2025-05-27,67219,at-risk
INV002881,6,43.6,110.0,2024-04-08,2024-11-12,73870,at-risk
INV002883,6,96.0,176.0,2024-01-18,2025-05-12,127978,at-risk
INV002886,7,44.333333333333336,137.0,2024-01-24,2024-10-16,111958,at-risk
INV002891,8,72.71428571428571,166.0,2024-01-04,2025-05-27,91856,at-risk
INV002893,9,50.0,148.0,2024-01-01,2025-02-04,67163,at-risk
INV002900,6,64.2,136.0,2024-05-20,2025-04-06,74395,at-risk
INV002903,6,89.6,176.0,2024-02-04,2025-04-27,34145,at-risk
INV002904,7,49.333333333333336,104.0,2024-06-25,2025-04-17,21362,at-risk
INV002905,6,73.0,221.0,2024-03-03,2025-03-03,41724,at-risk
INV002906,6,41.2,74.0,2024-06-23,2025-01-15,88578,at-risk
INV002909,7,82.33333333333333,263.0,2024-01-13,2025-05-21,78147,at-risk
INV002912,6,97.0,342.0,2024-01-22,2025-05-21,82487,at-risk
INV002913,7,73.66666666666667,168.0,2024-02-08,2025-04-25,83828,at-risk
INV002915,8,49.285714285714285,117.0,2024-03-02,2025-02-10,115638,at-risk
INV002921,7,53.333333333333336,121.0,2024-04-28,2025-03-14,150805,at-risk
INV002927,8,40.285714285714285,79.0,2024-08-01,2025-05-10,84741,at-risk
INV002935,7,48.0,72.0,2024-05-08,2025-02-20,50280,at-risk
INV002937,7,67.16666666666667,184.0,2024-02-15,2025-03-24,137371,at-risk
INV002939,7,60.5,127.0,2024-04-23,2025-04-21,52116,at-risk
INV002942,9,55.5,180.0,2024-01-14,2025-04-02,85118,at-risk
INV002945,8,65.0,139.0,2024-01-27,2025-04-26,119666,at-risk
INV002947,7,64.16666666666667,152.0,2024-01-05,2025-01-24,35512,at-risk
INV002950,8,45.857142857142854,119.0,2024-05-21,2025-04-07,52718,at-risk
INV002951,7,51.833333333333336,82.0,2024-03-03,2025-01-08,41135,at-risk
INV002961,7,84.66666666666667,231.0,2024-01-02,2025-05-24,116671,at-risk
INV002974,7,51.333333333333336,105.0,2024-05-13,2025-03-17,91467,at-risk
INV002984,6,91.0,200.0,2024-01-24,2025-04-23,49158,at-risk
INV002989,6,86.6,182.0,2024-02-15,2025-04-23,97001,at-risk
INV002994,7,58.166666666666664,142.0,2024-05-13,2025-04-27,109553,at-risk
INV003000,7,67.0,137.0,2024-03-13,2025-04-19,54577,at-risk
INV003003,9,58.25,100.0,2024-02-04,2025-05-15,43344,at-risk
INV003005,8,53.142857142857146,107.0,2024-02-28,2025-03-06,92598,at-risk
INV003007,9,48.25,162.0,2024-05-05,2025-05-26,50688,at-risk
INV003009,9,38.125,84.0,2024-06-16,2025-04-17,44642,at-risk
INV003011,7,64.16666666666667,154.0,2024-02-09,2025-02-28,49243,at-risk
INV003014,6,82.4,144.0,2024-04-09,2025-05-26,203009,at-risk
INV003015,7,54.666666666666664,91.0,2024-06-27,2025-05-21,114153,at-risk
INV003018,6,49.2,156.0,2024-03-13,2024-11-14,48461,at-risk
INV003022,6,69.6,123.0,2024-03-22,2025-03-05,108990,at-risk
INV003024,6,44.2,122.0,2024-09-24,2025-05-03,49549,at-risk
INV003025,8,35.285714285714285,65.0,2024-02-18,2024-10-22,71546,at-risk
INV003028,6,91.4,183.0,2024-01-02,2025-04-03,77674,at-risk
INV003034,6,73.4,118.0,2024-05-07,2025-05-09,92731,at-risk
INV003036,8,57.714285714285715,138.0,2024-04-16,2025-05-25,134774,at-risk
INV003037,7,79.5,300.0,2024-02-08,2025-05-30,42399,at-risk
INV003040,6,74.0,194.0,2024-01-06,2025-01-10,51162,at-risk
INV003043,7,73.83333333333333,131.0,2024-01-30,2025-04-17,78142,at-risk
INV003044,7,71.16666666666667,237.0,2024-02-24,2025-04-26,60913,at-risk
INV003045,6,36.2,71.0,2024-03-07,2024-09-04,32392,at-risk
INV003047,8,70.14285714285714,215.0,2024-01-20,2025-05-25,137083,at-risk
INV003054,7,78.66666666666667,209.0,2024-01-01,2025-04-17,76249,at-risk
INV003060,7,79.0,135.0,2024-01-06,2025-04-24,69534,at-risk
INV003063,7,57.833333333333336,112.0,2024-01-05,2024-12-17,27315,at-risk
INV003070,9,54.5,132.0,2024-01-06,2025-03-17,116790,at-risk
INV003074,6,74.8,123.0,2024-02-23,2025-03-03,78967,at-risk
INV003075,8,57.42857142857143,128.0,2024-01-05,2025-02-10,169132,at-risk
INV003078,7,69.16666666666667,126.0,2024-02-12,2025-04-02,55176,at-risk
INV003082,8,46.42857142857143,142.0,2024-03-16,2025-02-04,40228,at-risk
INV003083,6,66.4,169.0,2024-01-25,2024-12-22,38189,at-risk
INV003089,6,65.0,107.0,2024-01-23,2024-12-13,72760,at-risk
INV003091,9,50.875,199.0,2024-03-12,2025-04-23,35993,at-risk
INV003095,6,86.6,175.0,2024-03-03,2025-05-10,64248,at-risk
INV003097,8,62.714285714285715,121.0,2024-01-06,2025-03-20,151274,at-risk
INV003105,7,65.5,140.0,2024-02-16,2025-03-15,121433,at-risk
INV003112,6,91.6,173.0,2024-01-22,2025-04-24,68105,at-risk
INV003113,8,66.85714285714286,159.0,2024-01-20,2025-05-02,115572,at-risk
INV003115,6,48.0,125.0,2024-05-01,2024-12-27,103814,at-risk
INV003117,8,66.57142857142857,115.0,2024-02-10,2025-05-21,74326,at-risk
INV003134,7,76.83333333333333,172.0,2024-02-10,2025-05-16,111805,at-risk
INV003139,7,55.166666666666664,133.0,2024-03-21,2025-02-15,79357,at-risk
INV003140,8,57.0,125.0,2024-03-11,2025-04-14,47273,at-risk
INV003141,7,67.5,225.0,2024-02-13,2025-03-24,87927,at-risk
INV003144,7,82.5,243.0,2024-01-11,2025-05-20,54671,at-risk
INV003146,9,59.5,283.0,2024-02-01,2025-05-22,116340,at-risk
INV003151,6,81.0,146.0,2024-04-11,2025-05-21,38290,at-risk
INV003153,7,40.666666666666664,156.0,2024-02-14,2024-10-15,82703,at-risk
INV003158,9,55.625,138.0,2024-01-27,2025-04-16,95466,at-risk
INV003161,6,77.4,118.0,2024-03-09,2025-03-31,45870,at-risk
INV003169,6,62.6,178.0,2024-05-16,2025-03-25,31020,at-risk
INV003178,6,56.4,84.0,2024-02-18,2024-11-26,39480,at-risk
INV003179,9,56.25,151.0,2024-01-25,2025-04-19,64309,at-risk
INV003185,6,65.2,116.0,2024-05-24,2025-04-15,78275,at-risk
INV003187,9,58.25,244.0,2024-02-01,2025-05-12,51008,at-risk
INV003189,9,55.125,198.0,2024-02-02,2025-04-18,34519,at-risk
INV003191,6,76.8,138.0,2024-03-17,2025-04-05,31967,at-risk
INV003193,6,96.6,294.0,2024-01-05,2025-05-02,65353,at-risk
INV003196,7,80.33333333333333,319.0,2024-01-04,2025-04-30,34448,at-risk
INV003205,7,67.66666666666667,111.0,2024-03-12,2025-04-22,50635,at-risk
INV003210,6,72.2,112.0,2024-01-12,2025-01-07,18851,at-risk
INV003211,7,69.0,104.0,2024-02-19,2025-04-08,73285,at-risk
INV003214,6,59.8,170.0,2024-03-19,2025-01-12,58100,at-risk
INV003215,7,60.833333333333336,105.0,2024-01-19,2025-01-18,30900,at-risk
INV003219,6,57.2,86.0,2024-02-27,2024-12-09,111640,at-risk
INV003221,7,61.166666666666664,99.0,2024-01-17,2025-01-18,188581,at-risk
INV003222,7,81.5,190.0,2024-01-12,2025-05-15,46924,at-risk
INV003223,8,67.71428571428571,331.0,2024-01-25,2025-05-13,115743,at-risk
INV003228,7,70.16666666666667,256.0,2024-02-02,2025-03-29,88333,at-risk
INV003230,7,67.5,251.0,2024-02-19,2025-03-30,59960,at-risk
INV003231,7,83.0,253.0,2024-01-17,2025-05-29,61212,at-risk
INV003234,6,96.6,188.0,2024-01-19,2025-05-16,45926,at-risk
INV003236,9,51.125,115.0,2024-01-18,2025-03-02,120464,at-risk
INV003242,7,61.0,159.0,2024-05-05,2025-05-06,60420,at-risk
INV003247,6,84.6,206.0,2024-03-30,2025-05-27,94982,at-risk
INV003252,6,67.6,192.0,2024-05-05,2025-04-08,102990,at-risk
INV003256,7,51.0,90.0,2024-07-25,2025-05-27,94745,at-risk
INV003257,6,61.8,139.0,2024-07-25,2025-05-30,145848,at-risk
INV003260,6,89.4,247.0,2024-02-15,2025-05-07,66384,at-risk
INV003262,6,85.2,162.0,2024-01-13,2025-03-14,140022,at-risk
INV003267,6,74.4,197.0,2024-01-10,2025-01-16,20825,at-risk
INV003271,7,61.166666666666664,157.0,2024-02-09,2025-02-10,38769,at-risk
INV003273,8,60.142857142857146,134.0,2024-03-17,2025-05-12,195095,at-risk
INV003277,8,53.714285714285715,192.0,2024-05-19,2025-05-30,81268,at-risk
INV003279,9,63.375,147.0,2024-01-07,2025-05-28,155774,at-risk
INV003289,7,64.83333333333333,183.0,2024-02-15,2025-03-10,105165,at-risk
INV003300,6,64.8,219.0,2024-04-25,2025-03-15,92258,at-risk
INV003301,9,59.375,113.0,2024-01-25,2025-05-14,183141,at-risk
INV003304,10,44.22222222222222,180.0,2024-01-14,2025-02-15,135315,at-risk
INV003308,9,56.75,141.0,2024-02-19,2025-05-18,133172,at-risk
INV003310,6,80.8,154.0,2024-02-26,2025-04-05,33878,at-risk
INV003311,9,48.0,149.0,2024-04-09,2025-04-28,43171,at-risk
INV003314,7,73.5,210.0,2024-02-15,2025-05-01,179149,at-risk
INV003317,8,44.142857142857146,71.0,2024-04-02,2025-02-05,75540,at-risk
INV003320,8,45.285714285714285,192.0,2024-04-06,2025-02-17,107141,at-risk
INV003325,6,101.0,155.0,2024-01-07,2025-05-26,42846,at-risk
INV003329,6,89.0,230.0,2024-01-17,2025-04-06,113204,at-risk
INV003336,7,72.33333333333333,133.0,2024-02-24,2025-05-03,134860,at-risk
INV003338,9,37.5,155.0,2024-05-21,2025-03-17,153954,at-risk
INV003344,6,86.6,190.0,2024-02-10,2025-04-18,30966,at-risk
INV003350,6,92.4,191.0,2024-02-14,2025-05-21,27929,at-risk
INV003351,6,54.0,86.0,2024-07-15,2025-04-11,104400,at-risk
INV003352,8,68.14285714285714,279.0,2024-01-11,2025-05-02,113976,at-risk
INV003357,6,62.4,100.0,2024-05-17,2025-03-25,56022,at-risk
INV003360,8,59.42857142857143,163.0,2024-03-14,2025-05-04,66401,at-risk
INV003370,7,63.333333333333336,206.0,2024-03-13,2025-03-28,82199,at-risk
INV003372,6,59.4,118.0,2024-03-04,2024-12-26,31020,at-risk
INV003374,7,56.5,128.0,2024-06-11,2025-05-16,49043,at-risk
INV003375,8,52.714285714285715,158.0,2024-04-30,2025-05-04,135524,at-risk
INV003376,6,85.8,199.0,2024-03-21,2025-05-24,80609,at-risk
INV003379,7,75.16666666666667,268.0,2024-01-03,2025-03-29,53335,at-risk
INV003380,6,72.4,155.0,2024-03-02,2025-02-27,35744,at-risk
INV003382,6,34.2,85.0,2024-07-13,2024-12-31,70423,regular
INV003391,6,56.6,193.0,2024-06-06,2025-03-16,75689,at-risk
INV003393,8,63.714285714285715,178.0,2024-03-02,2025-05-22,73545,at-risk
INV003395,6,79.0,192.0,2024-03-08,2025-04-07,56160,at-risk
INV003398,8,55.42857142857143,140.0,2024-02-27,2025-03-21,47267,at-risk
INV003403,6,56.6,116.0,2024-02-01,2024-11-10,50522,at-risk
INV003404,8,50.285714285714285,198.0,2024-03-01,2025-02-16,80637,at-risk
INV003405,8,41.0,186.0,2024-07-02,2025-04-15,95007,at-risk
INV003406,8,59.0,251.0,2024-02-02,2025-03-21,104922,at-risk
INV003407,8,57.42857142857143,146.0,2024-03-03,2025-04-09,51571,at-risk
INV003422,7,84.66666666666667,167.0,2024-01-07,2025-05-29,84910,at-risk
INV003424,7,73.16666666666667,124.0,2024-02-16,2025-04-30,60522,at-risk
INV003427,6,84.2,266.0,2024-02-05,2025-04-01,117717,at-risk
INV003430,6,73.4,104.0,2024-05-27,2025-05-29,54715,at-risk
INV003431,6,51.4,152.0,2024-07-01,2025-03-15,65461,at-risk
INV003432,7,61.333333333333336,97.0,2024-02-16,2025-02-18,63809,at-risk
INV003435,7,73.83333333333333,140.0,2024-02-13,2025-05-01,94339,at-risk
INV003437,6,91.2,226.0,2024-02-06,2025-05-07,43627,at-risk
INV003448,7,74.5,200.0,2024-02-04,2025-04-26,22057,at-risk
INV003450,10,47.666666666666664,158.0,2024-02-29,2025-05-03,140759,at-risk
INV003455,7,35.5,76.0,2024-05-17,2024-12-16,79732,at-risk
INV003457,7,60.5,117.0,2024-04-13,2025-04-11,75273,at-risk
INV003458,8,67.85714285714286,206.0,2024-02-06,2025-05-26,35913,at-risk
INV003459,6,59.4,113.0,2024-07-08,2025-05-01,42636,at-risk
INV003473,6,95.8,213.0,2024-01-08,2025-05-01,40058,at-risk
INV003475,9,56.0,155.0,2024-01-14,2025-04-06,75542,at-risk
INV003478,9,56.625,195.0,2024-01-27,2025-04-24,135853,at-risk
INV003479,8,65.71428571428571,164.0,2024-02-08,2025-05-13,90730,at-risk
INV003480,6,82.4,211.0,2024-01-18,2025-03-05,37752,at-risk
INV003484,6,73.8,333.0,2024-02-10,2025-02-13,108256,at-risk
INV003487,6,70.6,155.0,2024-02-29,2025-02-16,96051,at-risk
INV003491,9,59.125,119.0,2024-02-12,2025-05-30,58181,at-risk
INV003492,6,90.8,162.0,2024-02-10,2025-05-09,39990,at-risk
INV003495,10,49.22222222222222,121.0,2024-02-03,2025-04-21,76439,at-risk
INV003506,7,67.0,132.0,2024-04-18,2025-05-25,27834,at-risk
INV003509,9,60.875,149.0,2024-01-20,2025-05-21,91824,at-risk
INV003511,8,65.57142857142857,183.0,2024-01-19,2025-04-22,71560,at-risk
INV003514,6,74.2,172.0,2024-03-09,2025-03-15,90699,at-risk
INV003518,6,67.8,157.0,2024-04-22,2025-03-27,38843,at-risk
INV003521,6,89.0,183.0,2024-02-28,2025-05-18,46547,at-risk
INV003524,7,64.16666666666667,203.0,2024-02-18,2025-03-09,74739,at-risk
INV003526,6,88.2,224.0,2024-01-30,2025-04-15,30478,at-risk
INV003528,9,58.625,186.0,2024-01-23,2025-05-06,143222,at-risk
INV003530,6,51.0,101.0,2024-09-13,2025-05-26,78084,at-risk
INV003531,6,76.4,185.0,2024-01-17,2025-02-02,71480,at-risk
INV003534,8,52.714285714285715,160.0,2024-03-30,2025-04-03,53508,at-risk
INV003545,6,90.0,210.0,2024-01-27,2025-04-21,34569,at-risk
INV003556,6,77.6,129.0,2024-04-19,2025-05-12,37784,at-risk
INV003557,6,66.4,156.0,2024-04-03,2025-03-01,49343,at-risk
INV003558,7,39.166666666666664,66.0,2024-03-10,2024-10-31,76056,at-risk
INV003559,10,48.333333333333336,118.0,2024-01-25,2025-04-04,131836,at-risk
INV003562,7,80.5,165.0,2024-01-31,2025-05-28,77371,at-risk
INV003564,8,71.0,292.0,2024-01-06,2025-05-17,196080,at-risk
INV003580,7,72.16666666666667,227.0,2024-02-09,2025-04-17,64406,at-risk
INV003581,8,51.285714285714285,95.0,2024-06-03,2025-05-28,39296,at-risk
INV003582,7,49.333333333333336,167.0,2024-06-17,2025-04-09,74240,at-risk
INV003586,8,54.285714285714285,113.0,2024-04-20,2025-05-05,138874,at-risk
INV003592,6,75.6,202.0,2024-02-06,2025-02-18,69765,at-risk
INV003593,6,78.2,166.0,2024-02-12,2025-03-09,94754,at-risk
INV003598,8,68.0,114.0,2024-01-15,2025-05-05,28496,at-risk
INV003599,6,50.0,100.0,2024-01-24,2024-09-30,94188,at-risk
INV003601,9,45.25,118.0,2024-05-18,2025-05-15,59029,at-risk
INV003604,6,90.2,188.0,2024-01-15,2025-04-10,71928,at-risk
INV003607,6,70.4,253.0,2024-05-15,2025-05-02,24597,at-risk
INV003611,7,68.83333333333333,228.0,2024-04-01,2025-05-19,97349,at-risk
INV003613,8,67.42857142857143,283.0,2024-01-28,2025-05-14,85140,at-risk
INV003619,6,72.0,113.0,2024-05-14,2025-05-09,31477,at-risk
INV003625,6,62.4,168.0,2024-05-19,2025-03-27,87326,at-risk
INV003627,7,59.166666666666664,152.0,2024-05-25,2025-05-15,16009,at-risk
INV003630,7,52.0,96.0,2024-04-14,2025-02-20,32857,at-risk
INV003633,6,78.8,119.0,2024-03-26,2025-04-24,123491,at-risk
INV003634,6,47.8,83.0,2024-02-15,2024-10-11,65193,at-risk
INV003635,10,47.111111111111114,95.0,2024-01-28,2025-03-27,111446,at-risk
INV003641,8,67.0,219.0,2024-01-05,2025-04-18,91123,at-risk
INV003642,7,53.166666666666664,217.0,2024-01-24,2024-12-08,114117,at-risk
INV003645,6,95.2,257.0,2024-01-29,2025-05-19,18205,at-risk
INV003649,6,96.8,195.0,2024-01-22,2025-05-20,86339,at-risk
INV003650,11,33.9,86.0,2024-02-24,2025-01-28,43669,regular
INV003654,7,60.5,124.0,2024-05-29,2025-05-27,112702,at-risk
INV003655,10,49.77777777777778,198.0,2024-02-13,2025-05-06,180197,at-risk
INV003658,8,70.71428571428571,143.0,2024-01-02,2025-05-11,44354,at-risk
INV003660,6,79.0,164.0,2024-02-16,2025-03-17,67446,at-risk
INV003669,7,53.5,98.0,2024-05-25,2025-04-11,90038,at-risk
INV003670,8,70.85714285714286,160.0,2024-01-01,2025-05-11,83061,at-risk
INV003672,6,77.2,180.0,2024-02-24,2025-03-16,129739,at-risk
INV003673,8,68.85714285714286,160.0,2024-01-16,2025-05-12,63876,at-risk
INV003678,6,32.8,45.0,2024-11-15,2025-04-28,49783,regular
INV003681,9,51.0,101.0,2024-03-10,2025-04-22,26004,at-risk
INV003683,6,92.4,165.0,2024-01-11,2025-04-17,85416,at-risk
INV003684,6,98.2,229.0,2024-01-25,2025-05-30,50536,at-risk
INV003685,6,80.2,132.0,2024-04-19,2025-05-25,142912,at-risk
INV003686,6,96.6,328.0,2024-01-26,2025-05-23,70889,at-risk
INV003693,7,71.33333333333333,234.0,2024-01-17,2025-03-20,102514,at-risk
INV003695,7,51.666666666666664,157.0,2024-07-13,2025-05-19,31236,at-risk
INV003696,6,75.8,190.0,2024-04-14,2025-04-28,110522,at-risk
INV003697,7,76.66666666666667,163.0,2024-02-13,2025-05-18,97774,at-risk
INV003702,7,72.66666666666667,118.0,2024-01-13,2025-03-24,99074,at-risk
INV003705,6,78.8,152.0,2024-01-04,2025-02-01,114828,at-risk
INV003707,6,68.6,152.0,2024-01-04,2024-12-12,152934,at-risk
INV003708,7,60.5,104.0,2024-04-27,2025-04-25,27823,at-risk
INV003709,6,80.2,181.0,2024-04-22,2025-05-28,52354,at-risk
INV003710,6,78.6,118.0,2024-01-31,2025-02-27,86512,at-risk
INV003711,6,72.2,145.0,2024-01-28,2025-01-23,87930,at-risk
INV003712,6,79.6,163.0,2024-04-07,2025-05-10,64551,at-risk
INV003713,7,81.5,161.0,2024-01-08,2025-05-11,123416,at-risk
INV003718,6,91.4,284.0,2024-02-20,2025-05-22,81262,at-risk
INV003720,6,74.6,116.0,2024-03-09,2025-03-17,23110,at-risk
INV003722,7,50.666666666666664,135.0,2024-05-21,2025-03-21,192710,at-risk
INV003723,6,61.8,124.0,2024-02-23,2024-12-28,39630,at-risk
INV003724,7,68.0,169.0,2024-01-30,2025-03-13,80168,at-risk
INV003733,6,88.8,174.0,2024-01-12,2025-03-31,14893,at-risk
INV003734,8,59.0,290.0,2024-02-19,2025-04-07,69855,at-risk
INV003735,8,45.857142857142854,104.0,2024-03-29,2025-02-13,88089,at-risk
INV003736,7,77.16666666666667,120.0,2024-01-11,2025-04-18,58959,at-risk
INV003738,6,50.6,117.0,2024-08-25,2025-05-05,21307,at-risk
INV003740,7,51.833333333333336,172.0,2024-04-05,2025-02-10,122048,at-risk
INV003741,7,67.66666666666667,159.0,2024-01-18,2025-02-27,55275,at-risk
INV003744,6,86.8,187.0,2024-03-13,2025-05-21,23676,at-risk
INV003745,6,70.2,183.0,2024-04-07,2025-03-24,26414,at-risk
INV003748,8,56.142857142857146,182.0,2024-02-05,2025-03-04,41447,at-risk
INV003757,7,81.83333333333333,156.0,2024-01-17,2025-05-22,54152,at-risk
INV003761,8,51.857142857142854,150.0,2024-04-02,2025-03-31,29681,at-risk
INV003766,8,65.28571428571429,192.0,2024-02-21,2025-05-23,94475,at-risk
INV003767,9,47.5,125.0,2024-01-19,2025-02-02,129327,at-risk
INV003771,10,50.77777777777778,130.0,2024-01-12,2025-04-13,111757,at-risk
INV003772,9,34.5,72.0,2024-03-19,2024-12-20,28922,regular
INV003775,6,74.0,151.0,2024-04-28,2025-05-03,112218,at-risk
INV003779,6,76.4,160.0,2024-03-30,2025-04-16,17001,at-risk
INV003780,8,57.42857142857143,135.0,2024-02-01,2025-03-09,76001,at-risk
INV003781,7,64.83333333333333,199.0,2024-02-07,2025-03-02,47391,at-risk
INV003785,6,74.2,160.0,2024-04-11,2025-04-17,113979,at-risk
INV003787,9,63.25,178.0,2024-01-09,2025-05-29,87076,at-risk
INV003793,7,72.33333333333333,203.0,2024-02-03,2025-04-12,134386,at-risk
INV003795,7,67.66666666666667,122.0,2024-01-05,2025-02-14,58273,at-risk
INV003811,7,78.66666666666667,141.0,2024-01-14,2025-04-30,133025,at-risk
INV003812,7,50.833333333333336,174.0,2024-07-02,2025-05-03,52802,at-risk
INV003813,6,82.2,122.0,2024-01-30,2025-03-16,64566,at-risk
INV003815,7,72.5,217.0,2024-02-07,2025-04-17,67344,at-risk
INV003824,7,71.5,196.0,2024-03-14,2025-05-17,89175,at-risk
INV003825,6,81.2,99.0,2024-03-22,2025-05-02,81324,at-risk
INV003828,7,30.666666666666668,109.0,2024-02-25,2024-08-27,130613,regular
INV003829,10,48.55555555555556,159.0,2024-02-12,2025-04-24,46819,at-risk
INV003830,6,71.4,115.0,2024-01-24,2025-01-15,138223,at-risk
INV003844,7,68.5,197.0,2024-03-06,2025-04-21,80033,at-risk
INV003847,8,50.0,66.0,2024-05-31,2025-05-16,74501,at-risk
INV003849,6,77.2,146.0,2024-03-18,2025-04-08,155813,at-risk
INV003851,7,57.833333333333336,121.0,2024-06-02,2025-05-15,110621,at-risk
INV003860,6,46.0,72.0,2024-09-23,2025-05-11,134277,at-risk
INV003862,7,60.166666666666664,184.0,2024-02-25,2025-02-20,64749,at-risk
INV003865,7,85.16666666666667,235.0,2024-01-02,2025-05-27,47194,at-risk
INV003868,6,87.6,264.0,2024-02-26,2025-05-09,104999,at-risk
INV003872,9,45.375,85.0,2024-05-15,2025-05-13,147109,at-risk
INV003876,6,77.6,160.0,2024-03-08,2025-03-31,105794,at-risk
INV003880,8,68.57142857142857,193.0,2024-02-03,2025-05-28,52016,at-risk
INV003885,6,71.6,281.0,2024-06-06,2025-05-30,81864,at-risk
INV003892,10,55.22222222222222,114.0,2024-01-02,2025-05-13,134271,at-risk
INV003896,6,82.0,255.0,2024-02-12,2025-03-28,42369,at-risk
INV003897,6,71.6,144.0,2024-04-09,2025-04-02,83553,at-risk
INV003903,8,50.285714285714285,130.0,2024-02-07,2025-01-24,70037,at-risk
